KNYSNA  - station [0014123 3]   -34.0590 23.0910 54 m ,yyyymmdd,Rainfall (mm) (24 hours),Temp (§ C),Rel Humidity (%),Wind Speed (m/s) ,,,
,19981118,3,18.4,83,3,,,
,19981119,25.4,18,90,4.1,,,
,19981120,9,19.7,82,3,,,
,19981121,0,21.4,72,1.9,,,
,19981122,0,24.8,61,2.7,,,
,19981123,0,22.9,75,4.2,,,
,19981124,2.2,16.3,92,2.1,,,
,19981125,0,20.6,53,2.6,,,
,19981126,0,20.6,60,1.7,,,
,19981127,0,22.3,69,3.1,,,
,19981128,0,25.9,62,2.2,,,
,19981129,0,24.9,67,2.7,,,
,19981130,11,23.4,64,4.3,,,
,19981201,0,21.2,68,4.2,,,
,19981202,1.4,21.5,64,4.6,,,
,19981203,0,22.1,57,5.1,,,
,19981204,0,28.8,42,4.3,,,
,19981205,0.6,26.7,55,1.9,,,
,19981206,1.8,23.3,69,2.3,,,
,19981207,1.6,21.8,54,5.5,,,
,19981208,0,20.8,51,2.5,,,
,19981209,0,21.8,68,3,,,
,19981210,0,24.9,63,5,,,
,19981211,0,23.6,72,2,,,
,19981212,0,25.2,74,2.3,,,
,19981213,0,28.8,56,3.7,,,
,19981214,11.6,20.7,86,3.5,,,
,19981215,7.6,20.2,93,2.2,,,
,19981216,0,22.4,75,2.4,,,
,19981217,1.6,22.9,74,2.3,,,
,19981218,0,22.4,76,3.8,,,
,19981219,8,20.8,85,5.5,,,
,19981220,0,21,55,5.2,,,
,19981221,0.6,22.4,60,5.5,,,
,19981222,0.2,20.5,60,3.2,,,
,19981223,0,24.8,59,3.3,,,
,19981224,0,23.8,76,4,,,
,19981225,0,21.5,67,3.1,,,
,19981226,0,22.8,69,2.3,,,
,19981227,0,23.6,60,2.7,,,
,19981228,1.6,25.2,68,2,,,
,19981229,0,26.7,59,6.1,,,
,19981230,0,26.1,71,3.7,,,
,19981231,1.6,21.3,76,3.1,,,
,19990101,4.6,25.9,49,2.4,,,
,19990102,0.2,23,69,2.6,,,
,19990103,0,25.1,68,3.5,,,
,19990104,0,24.3,61,3.3,,,
,19990105,0,26.6,63,2.8,,,
,19990106,4.6,24.8,65,3.1,,,
,19990107,0,24.3,56,3.2,,,
,19990108,0,30.7,41,2.7,,,
,19990109,13.6,27.9,67,2.7,,,
,19990110,41.6,20.5,86,3.9,,,
,19990111,7.2,19.7,68,5.2,,,
,19990112,0,21.6,61,2.5,,,
,19990113,0,28.5,52,2.1,,,
,19990114,3.2,25.4,64,4.1,,,
,19990115,0,23,70,3,,,
,19990116,0,28.5,47,2.3,,,
,19990117,18.4,24.4,80,2.5,,,
,19990118,7.8,23.1,78,2.3,,,
,19990119,0.2,25.3,69,3,,,
,19990120,0.2,22.3,82,1.3,,,
,19990121,0,25,62,5.4,,,
,19990122,0,27.1,71,2.6,,,
,19990123,0,26.8,72,4.2,,,
,19990124,0,26.1,74,2,,,
,19990125,0,25.8,68,2.2,,,
,19990126,0,25.8,75,1.9,,,
,19990127,0,29.4,66,1.9,,,
,19990128,1,29.8,69,1.8,,,
,19990129,0,25.4,83,1.7,,,
,19990130,0,29.6,59,3.5,,,
,19990131,0,26.2,77,2.3,,,
,19990201,27,22.7,92,0,,,
,19990202,6.2,20.9,85,0,,,
,19990203,0,21.3,70,1.4,,,
,19990204,0,25.2,63,3.4,,,
,19990205,3.2,25.1,76,3.7,,,
,19990206,4.4,25.2,65,7.1,,,
,19990207,0,22.3,65,2.9,,,
,19990208,0,24.3,62,2,,,
,19990209,0,25,62,2.3,,,
,19990210,0.8,25.7,72,2.3,,,
,19990211,0,25,55,1.5,,,
,19990212,6.6,25.4,65,2.9,,,
,19990213,0.2,21.1,84,2.4,,,
,19990214,0,26,55,3.6,,,
,19990215,0,25.4,63,2.3,,,
,19990216,1.4,25.3,76,2.2,,,
,19990217,0,26.4,76,1.8,,,
,19990218,0.2,29.4,67,2.5,,,
,19990219,0,24.5,75,2,,,
,19990220,0,23.7,71,4.3,,,
,19990221,0,22.8,77,4.5,,,
,19990222,49.2,22.1,94,1.5,,,
,19990223,0,23.9,80,2.2,,,
,19990224,0,23.7,83,2.5,,,
,19990225,0,28.3,64,3.5,,,
,19990226,0.4,24.6,68,4.6,,,
,19990227,0,26.7,62,3.8,,,
,19990228,0,23.8,53,3.3,,,
,19990301,0,24.3,58,1.7,,,
,19990302,0,25.2,54,2.4,,,
,19990303,0,26.2,65,2.3,,,
,19990304,0,24.7,74,2.5,,,
,19990305,0.2,25,60,1.9,,,
,19990306,0,24.1,74,2.1,,,
,19990307,0,28.9,66,2,,,
,19990308,24.4,23.7,87,3.5,,,
,19990309,0,22.3,73,4.1,,,
,19990310,0,27.8,63,3,,,
,19990311,17.4,23.6,82,5.8,,,
,19990312,3.2,22.1,86,1.6,,,
,19990313,0,24.1,76,1.2,,,
,19990314,0,27.2,69,1.8,,,
,19990315,0,23.2,83,1.9,,,
,19990316,0.2,25.1,83,2.6,,,
,19990317,0,24.9,82,2.4,,,
,19990318,0,27,71,2.9,,,
,19990319,2.6,24.1,81,3.2,,,
,19990320,28.4,19.9,94,2.1,,,
,19990321,0,20.9,84,0,,,
,19990322,0,20.7,85,4,,,
,19990323,0.2,20.9,73,2.4,,,
,19990324,0,22.3,63,4.1,,,
,19990325,0,29.1,42,2,,,
,19990326,0,21.9,61,3.1,,,
,19990327,0,22,70,2.8,,,
,19990328,0,26.6,60,2,,,
,19990329,0,22.5,79,2.7,,,
,19990330,0,29.7,62,1.9,,,
,19990331,0,36,28,1.7,,,
,19990401,0.2,32,39,1.7,,,
,19990402,0,21.9,82,2.7,,,
,19990403,0,24.8,73,4.5,,,
,19990404,0,28.2,64,2.2,,,
,19990405,0,18.2,91,1.6,,,
,19990406,8.6,21.9,76,4,,,
,19990407,0.4,19.5,88,3.3,,,
,19990408,2.8,17.4,91,3.3,,,
,19990409,0,19.1,82,1.7,,,
,19990410,0.2,20.9,81,1.2,,,
,19990411,0,23.7,68,2.5,,,
,19990412,0,27.6,47,2,,,
,19990413,0,29.6,32,2.3,,,
,19990414,0,22.3,68,2,,,
,19990415,0,21.9,60,4.7,,,
,19990416,0,19,68,1.3,,,
,19990417,29.8,16.6,90,0,,,
,19990418,35.4,16,81,3.5,,,
,19990419,5.6,17,86,5.6,,,
,19990420,0,21.3,57,1.6,,,
,19990421,0.2,17.9,69,5,,,
,19990422,0,18.2,63,1.6,,,
,19990423,0,19.4,64,4.5,,,
,19990424,0,19.4,69,2.1,,,
,19990425,0,20.1,66,2.2,,,
,19990426,0,25.7,52,2.6,,,
,19990427,0,21.1,77,2,,,
,19990428,0,27.2,65,0,,,
,19990429,0,32,41,1.4,,,
,19990430,0,19.6,81,2.3,,,
,19990501,0,22,69,4.1,,,
,19990502,0,21.1,74,4.6,,,
,19990503,0,22.6,46,3.2,,,
,19990504,0.2,16.8,77,6.5,,,
,19990505,0,18.2,55,2.6,,,
,19990506,0,23.2,43,1.6,,,
,19990507,0.2,23.8,45,0,,,
,19990508,0,20.2,82,2,,,
,19990509,0,19.9,74,3.2,,,
,19990510,0,18.5,70,2.9,,,
,19990511,0,21.5,63,1.6,,,
,19990512,0,21.6,65,4.2,,,
,19990513,0,20.2,69,2.1,,,
,19990514,2.2,26.9,52,1.4,,,
,19990515,15.4,18.4,89,2.2,,,
,19990516,0,23.5,66,2.9,,,
,19990517,0,26.6,50,1.6,,,
,19990518,0,23.7,54,1.3,,,
,19990519,1.6,22,69,2.2,,,
,19990520,0.4,19.9,79,4.7,,,
,19990521,0,19.7,65,1.4,,,
,19990522,1,20,61,1.2,,,
,19990523,0,19.5,49,6.4,,,
,19990524,0,19.2,54,2,,,
,19990525,0,20.8,66,1.8,,,
,19990526,0,19.8,68,3.5,,,
,19990527,0,19.5,61,4.8,,,
,19990528,0,18.8,73,1.3,,,
,19990529,0,19.3,66,5,,,
,19990530,0,19.4,66,2.1,,,
,19990531,0,20,64,1.9,,,
,19990601,0,19.5,75,1.7,,,
,19990602,0,26.4,54,1.2,,,
,19990603,0,30.4,17,2.8,,,
,19990604,0,20.1,71,3.9,,,
,19990605,0,17.4,74,4,,,
,19990606,0,18.1,63,4.3,,,
,19990607,0,21.9,36,1.7,,,
,19990608,0,21,59,1.3,,,
,19990609,0,26.3,34,1.4,,,
,19990610,0,20.1,56,1.4,,,
,19990611,0,18.7,69,3.3,,,
,19990612,0,25.4,48,1.1,,,
,19990613,0,24.6,34,1.8,,,
,19990614,7,21.3,57,2.1,,,
,19990615,0.2,16.5,69,3,,,
,19990616,0,18.4,61,1.9,,,
,19990617,0,23.2,57,1.3,,,
,19990618,10,21.5,46,2.8,,,
,19990619,0.2,17.5,57,3.8,,,
,19990620,0,18.4,65,0,,,
,19990621,0,19,59,1.4,,,
,19990622,0,18.4,56,2,,,
,19990623,0,26.2,40,0,,,
,19990624,1.4,15.5,74,5.1,,,
,19990625,0,19.1,51,3.4,,,
,19990626,0,20.7,53,1.9,,,
,19990627,0,27.7,26,1.3,,,
,19990628,0,31.9,25,2.5,,,
,19990629,0,22.6,50,5.7,,,
,19990630,0,19.7,58,1.5,,,
,19990701,6.2,14,90,7.9,,,
,19990702,0,17.4,66,2,,,
,19990703,0,26,35,1.4,,,
,19990704,0,18,78,2.1,,,
,19990705,0,28.8,25,1.5,,,
,19990706,0,18.5,80,1.4,,,
,19990707,0,18.3,76,2.2,,,
,19990708,0,27.2,52,1.2,,,
,19990709,0,30.3,26,1.5,,,
,19990710,0,18.2,57,6.1,,,
,19990711,0,18.3,59,3.2,,,
,19990712,0,31.2,14,3.6,,,
,19990713,0.6,14.1,88,3.4,,,
,19990714,0,16.3,65,1.7,,,
,19990715,0,21.5,34,6.6,,,
,19990716,1.4,20.5,47,2.1,,,
,19990717,4.2,16.8,50,9.1,,,
,19990718,4.4,12.2,83,3.3,,,
,19990719,0,17.7,61,2.8,,,
,19990720,2.2,16.3,84,2.3,,,
,19990721,0,24.2,55,1.8,,,
,19990722,2.2,21.4,54,4.6,,,
,19990723,0,14.5,57,6.5,,,
,19990724,0,18,46,3.5,,,
,19990725,0,19.7,51,4.2,,,
,19990726,21,13,95,1.9,,,
,19990727,6.2,14.1,84,3,,,
,19990728,0,18.8,67,1.5,,,
,19990729,11.2,14.5,83,2.9,,,
,19990730,14.8,16.6,94,3.3,,,
,19990731,0,20.9,73,1.7,,,
,19990801,0,27.6,23,1.9,,,
,19990802,1.4,15.4,64,7.1,,,
,19990803,0,18.2,54,5.4,,,
,19990804,0,18.2,60,4.4,,,
,19990805,0,17.4,64,3.2,,,
,19990806,0,27.4,39,1.2,,,
,19990807,0.4,18.8,57,2.1,,,
,19990808,0,17,64,3.1,,,
,19990809,0,19.5,56,4.8,,,
,19990810,0,17.8,62,3.8,,,
,19990811,0,20.8,59,2.4,,,
,19990812,0,21.4,52,2.6,,,
,19990813,0,19.5,60,2.3,,,
,19990814,0,20.3,51,1.4,,,
,19990815,0,22.3,58,4.5,,,
,19990816,0,25.6,49,1.8,,,
,19990817,0,21.9,59,1.9,,,
,19990818,0,34.2,12,1.8,,,
,19990819,0,21.1,63,3.2,,,
,19990820,0,21.8,69,1.9,,,
,19990821,1.6,16.4,82,1.5,,,
,19990822,23.4,16.5,72,3.3,,,
,19990823,6.4,12.3,73,8.4,,,
,19990824,0,16.5,58,5.5,,,
,19990825,0,17.7,65,1.6,,,
,19990826,0,23.8,45,1.5,,,
,19990827,0,30.4,20,2.7,,,
,19990828,6.8,31.6,17,1.8,,,
,19990829,5,18.7,60,0,,,
,19990830,0,17.9,70,6.9,,,
,19990831,21,16.3,79,3.5,,,
,19990901,6.6,14.5,82,3.1,,,
,19990902,0,21.4,58,1.5,,,
,19990903,0.2,25.4,66,1.3,,,
,19990904,0,19.1,69,3.1,,,
,19990905,0,25.2,42,1.5,,,
,19990906,0,24,61,1.7,,,
,19990907,0,17.1,79,2.1,,,
,19990908,0,17.1,74,2.8,,,
,19990909,0,18.1,60,3.5,,,
,19990910,0,15.8,55,8.7,,,
,19990911,0.8,15.1,83,8.6,,,
,19990912,0,17.8,61,5.5,,,
,19990913,0,17.2,71,1.8,,,
,19990914,0,27.9,46,1.6,,,
,19990915,0,19,74,3.1,,,
,19990916,3.6,18.6,79,3.2,,,
,19990917,2,11.2,78,8.6,,,
,19990918,0,16.7,50,3.1,,,
,19990919,0,26.6,39,2.1,,,
,19990920,0,17.2,76,5.2,,,
,19990921,0,18.6,68,2.7,,,
,19990922,0,20.5,62,2,,,
,19990923,0,19,75,2,,,
,19990924,0,19.8,61,2.6,,,
,19990925,9.8,13.4,90,3.8,,,
,19990926,4.2,16.4,66,2,,,
,19990927,15.6,12.9,90,1.8,,,
,19990928,0,16.7,64,2.6,,,
,19990929,0,21.8,48,2.7,,,
,19990930,2.2,22.9,65,1.9,,,
,19991001,0.6,19.6,72,1.5,,,
,19991002,10.4,19.2,83,2.4,,,
,19991003,1,16.8,88,3.6,,,
,19991004,0,19.8,75,2,,,
,19991005,0,21.2,77,1.9,,,
,19991006,4.2,21.1,72,2.3,,,
,19991007,0,23,66,4.5,,,
,19991008,0,36.9,27,2,,,
,19991009,0,35.1,20,2.8,,,
,19991010,3.4,18.2,87,2.8,,,
,19991011,26.6,15.3,86,5.9,,,
,19991012,0,16.5,72,1.6,,,
,19991013,0,24.5,40,1.9,,,
,19991014,0,27.7,47,1.7,,,
,19991015,4,21.8,65,3.7,,,
,19991016,4.8,15.2,83,2.2,,,
,19991017,9,19.1,67,4.6,,,
,19991018,54.8,15.7,95,3.2,,,
,19991019,0.4,18.9,72,4.1,,,
,19991020,0,21.6,68,4,,,
,19991021,1.6,18.5,85,4.1,,,
,19991022,1.2,19.1,85,2.1,,,
,19991023,9,17.3,82,2.2,,,
,19991024,2.4,17.4,68,2.5,,,
,19991025,0,19.9,72,2.6,,,
,19991026,0,20.6,76,2.8,,,
,19991027,0.4,20.3,77,4,,,
,19991028,0,19.7,69,2.4,,,
,19991029,0,21.3,64,2.4,,,
,19991030,0,29.2,63,1.7,,,
,19991031,0,23.8,77,4.5,,,
,19991101,0,21.5,77,1.8,,,
,19991102,0,21.2,74,2.4,,,
,19991103,0,27,55,3.3,,,
,19991104,0.2,19.4,76,7.9,,,
,19991105,0,20.5,62,3.2,,,
,19991106,0,23.5,61,4,,,
,19991107,4.6,22.4,65,5.3,,,
,19991108,0.2,18.4,72,3,,,
,19991109,0,25,52,1.7,,,
,19991110,0,21.9,67,2.1,,,
,19991111,0,28.3,56,2.5,,,
,19991112,0.6,23.8,74,4.9,,,
,19991113,2.6,21.5,82,1.9,,,
,19991114,0.2,21.7,86,1.3,,,
,19991115,0,22.3,74,4.6,,,
,19991116,0,23.7,74,2.1,,,
,19991117,0,20.7,79,1.5,,,
,19991118,0,22,58,5.4,,,
,19991119,0,22.2,62,3,,,
,19991120,0,22.3,64,1.8,,,
,19991121,0,22.8,69,2.7,,,
,19991122,0.8,22.5,69,4.3,,,
,19991123,1.4,21,78,4.1,,,
,19991124,0,19.1,70,3.1,,,
,19991125,0,27.3,46,2.9,,,
,19991126,0,19.8,73,5.3,,,
,19991127,0,21.1,67,2,,,
,19991128,0,20.9,62,3.4,,,
,19991129,0,21.2,54,2.7,,,
,19991130,0,26.1,57,3.7,,,
,19991201,0,25.5,67,2.3,,,
,19991202,0,26.6,68,2.8,,,
,19991203,0,23.8,75,2,,,
,19991204,0,25.1,66,2.3,,,
,19991205,0,24.6,62,5.2,,,
,19991206,0,22.1,60,3.8,,,
,19991207,0,24.4,54,2.8,,,
,19991208,0.4,24.5,68,2.7,,,
,19991209,0,22.7,84,2.2,,,
,19991210,0,27.5,69,2.2,,,
,19991211,0,25.6,79,2.3,,,
,19991212,0,28.8,62,4.2,,,
,19991213,0,36.1,31,1.8,,,
,19991214,0,25.7,71,1.8,,,
,19991215,0.2,27.8,71,1.9,,,
,19991216,0,25.2,81,3.1,,,
,19991217,0.4,29.2,66,2.2,,,
,19991218,0,24.1,78,3.5,,,
,19991219,1.4,19.6,94,2,,,
,19991220,0,25,57,2.1,,,
,19991221,0,26.1,66,4.2,,,
,19991222,8.6,27.1,65,4.3,,,
,19991223,3.6,28.2,61,4.5,,,
,19991224,0,24.8,65,3.8,,,
,19991225,0,24.4,69,1.7,,,
,19991226,0,25.1,57,2.1,,,
,19991227,0,28.4,61,3.8,,,
,19991228,4.6,22.7,91,2.1,,,
,19991229,0,30.8,54,3.3,,,
,19991230,13.4,24.3,78,5.2,,,
,19991231,1.2,21.3,66,1.9,,,
,20000101,59.2,23.1,57,4,,,
,20000102,0,20,64,2.2,,,
,20000103,0,23.5,66,4.2,,,
,20000104,0,31.8,33,1.9,,,
,20000105,0,26.1,65,4.1,,,
,20000106,5.2,24.7,73,2,,,
,20000107,3,26.7,58,4.8,,,
,20000108,0,21.3,59,2.1,,,
,20000109,0,25.7,55,2.4,,,
,20000110,0,24.5,60,2.8,,,
,20000111,26,25.8,75,2.4,,,
,20000112,8.4,17.6,89,1.6,,,
,20000113,0,20.9,64,3.6,,,
,20000114,0.2,22.2,66,4.7,,,
,20000115,0,22.8,71,3.5,,,
,20000116,0,23.3,73,2.1,,,
,20000117,0,25.3,57,3.8,,,
,20000118,0,29.5,39,3.6,,,
,20000119,0,26.7,59,2.7,,,
,20000120,0,27.3,58,2.4,,,
,20000121,0,29.5,48,2.2,,,
,20000122,0,24.4,72,2.4,,,
,20000123,0,21.6,84,2,,,
,20000124,0,24.8,76,1.4,,,
,20000125,0.8,28.2,66,2.2,,,
,20000126,0.2,23.9,77,2.1,,,
,20000127,3.6,23.4,77,2,,,
,20000128,10.4,21.2,80,3.5,,,
,20000129,0,23.4,62,2.4,,,
,20000130,3.2,26.7,58,1.7,,,
,20000131,0,22.6,63,1.7,,,
,20000201,0,23.1,64,2.8,,,
,20000202,0,24.4,71,2.3,,,
,20000203,0,27.5,67,2,,,
,20000204,0,26.7,73,2.8,,,
,20000205,0,25.3,64,3,,,
,20000206,0,25.1,64,2.2,,,
,20000207,0,29.8,56,2.5,,,
,20000208,0,25.2,76,1.9,,,
,20000209,0,29.6,61,2.9,,,
,20000210,5.4,28.2,71,4.7,,,
,20000211,7.2,22.8,95,1.6,,,
,20000212,20.6,19,96,3.5,,,
,20000213,0,21.9,75,1.2,,,
,20000214,0,24.8,74,2.4,,,
,20000215,0.2,21.3,68,6.9,,,
,20000216,0,22.9,61,2.2,,,
,20000217,0,27,57,3.9,,,
,20000218,0,32.6,53,2,,,
,20000219,23.6,23.6,87,0,,,
,20000220,2.4,22.7,82,4.1,,,
,20000221,0,23,81,1.7,,,
,20000222,0.6,20.4,90,2.2,,,
,20000223,0,21.3,75,1.7,,,
,20000224,0,25.6,74,3.2,,,
,20000225,0,23.6,83,4.2,,,
,20000226,2.2,24.5,80,2.1,,,
,20000227,0.2,19.8,89,3.7,,,
,20000228,0,32.7,50,1.8,,,
,20000229,1.4,22.4,82,2.8,,,
,20000301,16.4,18.6,94,0,,,
,20000302,25.8,18.8,89,4.1,,,
,20000303,3.6,18.9,95,8.5,,,
,20000304,0,22.8,74,2,,,
,20000305,0,26.5,68,1.8,,,
,20000306,15.2,19.7,94,2.9,,,
,20000307,0,22.8,65,4,,,
,20000308,0,20.7,88,2.2,,,
,20000309,0.6,28.2,57,1.8,,,
,20000310,0,23.5,73,1.4,,,
,20000311,0,22.9,74,3.1,,,
,20000312,0.6,22.6,77,2.6,,,
,20000313,9.8,21.7,88,3.3,,,
,20000314,1.6,19.8,78,2.9,,,
,20000315,0,20.3,86,1.9,,,
,20000316,0.4,19.3,91,3.4,,,
,20000317,0.2,20.3,78,1.5,,,
,20000318,0,22.9,77,2.5,,,
,20000319,0,22.4,67,3.5,,,
,20000320,0,23.2,76,2.4,,,
,20000321,0,31.4,48,1.6,,,
,20000322,0,25.3,72,4.1,,,
,20000323,23.2,25.6,71,1.8,,,
,20000324,7,24,89,2.2,,,
,20000325,30.2,18.1,96,2.2,,,
,20000326,0,20.4,69,4.4,,,
,20000327,6.8,20.6,82,2.2,,,
,20000328,0,18.6,85,2.6,,,
,20000329,0,22.9,72,2.1,,,
,20000330,2.2,22.1,78,2.3,,,
,20000331,0,20.7,78,1.5,,,
,20000401,0,27.8,54,1.4,,,
,20000402,0,22.9,68,3.1,,,
,20000403,2.2,22.1,75,3.3,,,
,20000404,0,19.7,69,2.8,,,
,20000405,0,21.5,55,3.9,,,
,20000406,0,23,48,1.7,,,
,20000407,0,28.4,37,1.4,,,
,20000408,0,22.6,75,4.7,,,
,20000409,0,21.1,73,1.7,,,
,20000410,0,21.1,80,1.9,,,
,20000411,1.6,23.4,80,3,,,
,20000412,0,20.6,86,1.9,,,
,20000413,0,23.3,68,2.4,,,
,20000414,0,21.8,79,2.4,,,
,20000415,0,21.2,68,2.1,,,
,20000416,5.6,24.1,71,2.5,,,
,20000417,0,22.1,82,1.4,,,
,20000418,0,26,66,4,,,
,20000419,0,27.4,55,3.4,,,
,20000420,0,31.1,52,1.5,,,
,20000421,0,22.5,78,2.1,,,
,20000422,0,20.5,68,2.4,,,
,20000423,1.6,23,62,3.2,,,
,20000424,0,17.6,72,1.5,,,
,20000425,1.4,16.3,73,3.1,,,
,20000426,3,15.1,71,4.3,,,
,20000427,1.2,15.5,80,1.7,,,
,20000428,0,20,58,3.6,,,
,20000429,0,28.7,45,1.6,,,
,20000430,0,20,67,3.1,,,
,20000501,2.6,17.1,79,5.9,,,
,20000502,5.2,13.1,77,4.8,,,
,20000503,0,16.3,63,2.3,,,
,20000504,0,18.1,58,2,,,
,20000505,0,20.4,50,2.1,,,
,20000506,0,18.7,63,1.8,,,
,20000507,0,25,51,1.3,,,
,20000508,0,20.2,72,5.2,,,
,20000509,0,20,74,1.2,,,
,20000510,0,21.2,79,2.2,,,
,20000511,0,19.2,86,0,,,
,20000512,0,21.8,49,3.2,,,
,20000513,0,25.8,51,0,,,
,20000514,0,27.4,35,1.3,,,
,20000515,0,25.2,56,1.5,,,
,20000516,0,26.4,37,2.3,,,
,20000517,0,19.4,76,1.8,,,
,20000518,0,17.5,80,1.7,,,
,20000519,0,26.5,39,1.6,,,
,20000520,0,28.4,39,1.6,,,
,20000521,0,21.7,60,2,,,
,20000522,0,19.2,58,4.6,,,
,20000523,0,15.6,74,1.6,,,
,20000524,0,17.3,67,4.2,,,
,20000525,0,22.5,50,1.6,,,
,20000526,0,21.4,55,2,,,
,20000527,0,20.3,61,2.3,,,
,20000528,0,23.7,33,5.5,,,
,20000529,0,23.9,39,6.2,,,
,20000530,6.2,14,93,2.4,,,
,20000531,0,17.3,74,1.4,,,
,20000601,0,23.4,55,1.6,,,
,20000602,0.4,22.4,54,2.9,,,
,20000603,0,19.9,72,2.7,,,
,20000604,0,22.9,56,1.7,,,
,20000605,0,28.1,42,1.3,,,
,20000606,0,29.6,30,1.6,,,
,20000607,0,30,27,2.6,,,
,20000608,0,23.3,52,1.4,,,
,20000609,5.2,26.8,37,2.4,,,
,20000610,0,23.7,44,2.2,,,
,20000611,0.6,18.3,61,4.2,,,
,20000612,0,16.9,48,1.6,,,
,20000613,0,20.9,59,1.7,,,
,20000614,0,23.4,45,1.3,,,
,20000615,0.2,18.6,75,3,,,
,20000616,0,18.3,51,3.3,,,
,20000617,0,19.5,52,3.5,,,
,20000618,0,17.4,75,3.7,,,
,20000619,0,21.2,70,1.1,,,
,20000620,0,26.8,30,1.2,,,
,20000621,2.8,21,66,6.1,,,
,20000622,0.4,17.1,58,7,,,
,20000623,0,17.8,53,4,,,
,20000624,0,17.4,54,1.7,,,
,20000625,0,19.4,56,1.4,,,
,20000626,0,25.4,43,1.1,,,
,20000627,0,19.5,66,1.7,,,
,20000628,0,20.6,52,2.1,,,
,20000629,0,21.7,41,2.2,,,
,20000630,0,29.1,25,1.7,,,
,20000701,0,17.9,74,3,,,
,20000702,0,19.7,58,1.9,,,
,20000703,0,26.9,34,1.5,,,
,20000704,0,28.6,24,3,,,
,20000705,0,19.7,78,2.9,,,
,20000706,0,24.8,41,1.4,,,
,20000707,0,29.8,23,2.8,,,
,20000708,0,31.6,24,1.7,,,
,20000709,0,28.5,23,4.1,,,
,20000710,0,21.2,49,2.2,,,
,20000711,0,19.4,57,1.6,,,
,20000712,0,29.3,19,1.9,,,
,20000713,0,21.8,49,1.6,,,
,20000714,3.6,23.1,31,2,,,
,20000715,6.2,14.3,49,8,,,
,20000716,0,15.6,52,1.8,,,
,20000717,0,20,39,1.4,,,
,20000718,5.2,23.6,16,8.2,,,
,20000719,1.8,14.1,54,7.3,,,
,20000720,2.8,12.6,68,7.5,,,
,20000721,0,14.8,60,5.8,,,
,20000722,3.2,13.1,88,2.5,,,
,20000723,0,17.5,60,3.4,,,
,20000724,0,18.1,51,6,,,
,20000725,0,17.9,62,4.5,,,
,20000726,0,20.7,50,1.5,,,
,20000727,0,19.1,63,1.7,,,
,20000728,0,13.1,92,1.6,,,
,20000729,0,17.3,76,1.6,,,
,20000730,0,16.6,76,3.2,,,
,20000731,0,19.7,70,1.4,,,
,20000801,0,29.9,17,1.7,,,
,20000802,0,21.1,49,2,,,
,20000803,0,18.2,57,4,,,
,20000804,0,21,44,6.6,,,
,20000805,0,18.2,62,4.7,,,
,20000806,0,19.3,58,1.9,,,
,20000807,0,18.9,71,2.7,,,
,20000808,0,26.5,38,1.3,,,
,20000809,1.6,17.5,82,2.1,,,
,20000810,1,18.3,87,2.4,,,
,20000811,1,15.3,88,4.2,,,
,20000812,0,19,63,3.8,,,
,20000813,0,17.4,67,3.3,,,
,20000814,0,21.9,64,2,,,
,20000815,0,31.8,14,1.9,,,
,20000816,0,21.9,61,3.8,,,
,20000817,2.4,18.5,77,1.7,,,
,20000818,0.2,18.5,67,2.1,,,
,20000819,0,21.2,66,1.9,,,
,20000820,0,24.8,59,1.8,,,
,20000821,0,18.2,73,4.5,,,
,20000822,0,20.2,63,3.3,,,
,20000823,0,22.5,50,1.9,,,
,20000824,0,17,78,3.3,,,
,20000825,0,21.4,58,3,,,
,20000826,0,18.7,74,2.6,,,
,20000827,0,20.4,64,2.7,,,
,20000828,0,18.9,74,4.2,,,
,20000829,0.6,21.2,62,4.6,,,
,20000830,0.2,16.9,72,3.9,,,
,20000831,0.8,18.8,71,6.7,,,
,20000901,0,19.2,55,2.7,,,
,20000902,8.4,21.3,50,1.9,,,
,20000903,0,16.4,58,6.9,,,
,20000904,0,19.7,42,4.8,,,
,20000905,0,21.5,49,1.9,,,
,20000906,0.2,17.1,77,7.1,,,
,20000907,0,19.8,56,6.6,,,
,20000908,0,24.3,28,1.9,,,
,20000909,3.6,18.5,70,4.8,,,
,20000910,0.6,16,63,9.2,,,
,20000911,0,16.9,51,1.7,,,
,20000912,0,21,60,4.7,,,
,20000913,6.8,13.9,68,5,,,
,20000914,0,14.1,65,3.3,,,
,20000915,0,16,60,3,,,
,20000916,10,17.4,72,5,,,
,20000917,9.8,13.9,77,5.7,,,
,20000918,12.2,14.9,76,4,,,
,20000919,0,17.6,47,3.7,,,
,20000920,0,20.6,63,2.5,,,
,20000921,0,24.3,61,2,,,
,20000922,0,31.4,29,2.3,,,
,20000923,0,35.8,9,2.3,,,
,20000924,0.6,18.8,68,5.5,,,
,20000925,1.4,22.5,46,4.6,,,
,20000926,0,20.3,59,5.1,,,
,20000927,0,21.3,62,2.5,,,
,20000928,0,21.3,66,2.2,,,
,20000929,0,19.9,73,2.5,,,
,20000930,0,24.4,68,3.6,,,
,20001001,0.4,22.6,68,6.5,,,
,20001002,0,20.9,62,4.8,,,
,20001003,0,28.7,38,2.8,,,
,20001004,1.2,18.1,73,5.4,,,
,20001005,0,19.6,66,3.4,,,
,20001006,0,21,55,3.1,,,
,20001007,0,23.1,56,3.6,,,
,20001008,0,22.5,71,3.8,,,
