Station,Time,Date,Rainfall (mm) (24 hours),Temp (º C),Rel Humidity (%),Wind Speed (m/s) 
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050627,0,13.3,38,4.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050628,0,15.2,41,3.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050629,0,17.9,26,1.7
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050630,6.4,14.2,92,4.1
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050701,0,14.9,56,1.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050702,0.2,14.3,61,2.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050703,0,17.4,56,4.6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050704,0,19.8,41,2.6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050705,0,15.2,66,3.5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050706,0,16.2,73,1.9
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050707,0,13.4,80,3.1
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050708,0,17.1,61,3.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050709,0,22.7,16,1.6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050710,0,20.7,26,2.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050711,0,18.3,50,3.2
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050712,0,27.2,14,4.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050713,0,19.6,24,5.3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050714,3,17.5,63,3.7
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050715,0,17.9,58,2
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050716,0,21.6,15,4.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050717,0,26.8,12,8.1
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050718,0,17.7,55,2.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050719,0.6,14.9,39,4.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050720,7.6,16.4,83,7.1
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050721,0,22.1,35,5.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050722,0,14.9,60,3.2
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050723,0,15.7,51,2.3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050724,0,17.1,64,3.2
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050725,4.4,16,56,5.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050726,0.2,14.9,41,4.6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050727,0.8,13.7,56,3.5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050728,0,17.2,64,3.9
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050729,0,15.9,42,5.6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050730,0,15.2,54,3.7
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050731,0,15.8,67,2.9
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050801,0,18.3,46,4.9
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050802,4.6,11.9,71,4.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050803,0.2,13,55,3.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050804,0,19.5,23,1.9
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050805,0,18.3,50,3.1
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050806,0,17.3,40,3.3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050807,0,21.8,20,2.3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050808,0,16,59,3.2
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050809,0,14.9,55,5.6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050810,0,14.4,53,2.9
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050811,2,15.4,70,5.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050812,3.2,16.2,67,2
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050813,0,14.6,39,3.9
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050814,0,14.7,33,4.5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050815,0.4,11.2,41,6.3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050816,0,12.8,45,2.6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050817,9,18.9,25,3.6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050818,0,14.4,35,5.2
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050819,0,16.7,51,3.6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050820,0,16.4,57,3.9
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050821,1.2,14.5,85,5.6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050822,0.6,17.6,43,4.2
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050823,0,16.3,65,4.7
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050824,0,16.6,64,4.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050825,0,15.6,58,3.9
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050826,14,8.7,73,5.3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050827,0,13.1,38,5.6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050828,0,15.2,55,2.7
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050829,0,17.4,45,2.9
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050830,0,15.3,58,3.6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050831,2,14.2,98,3.5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050901,0,15.8,48,4.1
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050902,0,16.8,51,3.2
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050903,0,16.4,68,3.5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050904,10.4,10.9,92,4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050905,16.2,15.6,28,4.2
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050906,0,12,56,3.3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050907,0,16.7,37,5.3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050908,0,15.2,59,3.9
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050909,0,15.7,75,4.3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050910,0,16.1,65,3.5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050911,0,18.1,72,3.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050912,0,19,75,1.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050913,0,18.4,74,7.5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050914,0,37.1,47,6.7
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050915,0,17.7,56,5.1
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050916,0,19.5,54,5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050917,0,16.5,68,5.5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050918,0,17.4,74,3.1
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050919,0,17.4,68,4.5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050920,0,17.6,70,3.2
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050921,0,15,74,2.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050922,0,18.6,80,3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050923,1.2,17,68,2.5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050924,0,16.3,68,4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050925,0,14.5,64,6.6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050926,0,13.8,45,4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050927,5.6,15.5,35,6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050928,0,15.7,62,4.9
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050929,0,18.8,67,4.9
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20050930,0,26,22,3.2
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20051001,0,17.8,77,5.7
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20051002,0,17.5,51,5.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20051003,7.6,15.5,65,4.2
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20051004,9,10.4,63,5.3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20051005,0.2,14.6,50,3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20051006,0,16.6,51,5.6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20051007,0,20.4,29,1.9
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20051008,0,14.7,57,5.6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20051009,0,16.6,51,3.6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20051010,0,20.3,25,1.6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20051011,0,17.2,62,4.6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20051012,0,17.5,17,5.2
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20051013,0,15.8,46,3.9
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20051014,0,18.5,70,5.9
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20051015,0,20.5,66,4.2
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20051016,0,20.3,71,3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20051017,0,24.4,38,2.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20051018,0,23,53,2.5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20051019,8.2,19.3,75,3.2
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20051020,0.2,17.1,43,7.3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20051021,0,16.5,47,3.1
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20051022,0,20.2,49,2.6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20051023,0,17.5,59,4.6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20051024,6.4,14.3,68,5.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20051025,0.8,12.7,60,5.5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20051026,0,18.5,53,7.9
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20051027,0.4,27,39,2.5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20051028,0.2,15.7,60,3.7
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20051029,0,20,56,6.5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20051030,0,18.7,76,5.1
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20051031,0,22.1,18,2.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20051101,0,23.3,16,4.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20051102,3,16.7,50,7.3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20051103,0.6,16,55,4.1
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20051104,0.6,15.7,55,1.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20051105,0,18.4,49,1.6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20051106,64,14.1,74,2.2
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20051107,0,19.5,54,2.3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20051108,0,17.8,46,4.1
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20051109,0,20.2,51,5.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20051110,0,19.8,66,8.1
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20051111,0.2,19.4,61,3.1
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20051112,7.6,18.8,86,3.7
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20051113,14.2,16,96,6.2
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20051114,0,19.2,59,3.9
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20051115,11.4,19,73,2.3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20051116,0,18.4,69,3.1
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20051117,0,19.7,66,7.3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20051118,0,19.9,63,3.2
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20051119,0,21.7,69,5.5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20051120,0,19.2,71,4.3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20051121,0.6,19.5,81,4.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20051122,0,18.9,42,5.3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20051123,0,19.5,48,4.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20051124,0,21.6,55,4.1
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20051125,0,19.9,60,4.3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20051126,0,17.5,60,3.9
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20051127,0,20.2,55,2.9
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20051128,0,21.6,52,4.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20051129,1.6,25,30,2.1
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20051130,6.8,16.4,93,3.3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20051201,0,18.2,60,4.2
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20051202,0,21.1,56,3.9
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20051203,0,21.4,61,3.3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20051204,0,21.6,65,4.6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20051205,1,21.4,52,5.1
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20051206,0,19.5,49,5.2
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20051207,6.6,20.3,55,5.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20051208,0,16.3,45,5.1
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20051209,0,18.9,39,3.9
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20051210,0,19.8,49,5.2
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20051211,0.6,19.8,37,7.3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20051212,0,18.5,43,4.6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20051213,0,19.9,43,3.5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20051214,0,20.9,55,2.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20051215,0,21.4,52,3.7
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20051216,19.2,21,50,3.7
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20051217,0.2,18.7,33,5.2
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20051218,0,20,38,3.3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20051219,4,19.8,53,5.5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20051220,1.6,18,40,2.9
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20051221,0,22.3,35,3.6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20051222,0,21.5,44,4.2
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20051223,0,20.4,55,5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20051224,1.4,19.9,56,3.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20051225,0,20.7,43,4.7
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20051226,0,21.2,46,3.1
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20051227,0,22.7,58,4.5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20051228,1,20.8,58,3.2
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20051229,0,20.6,47,5.3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20051230,0,23.4,30,4.9
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20051231,0.4,21.8,66,4.6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20060101,0,23.4,63,3.3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20060102,0,23.1,60,2.7
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20060103,0.2,20.1,74,2.9
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20060104,14.8,19.3,94,4.1
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20060105,1.6,18.4,95,4.1
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20060106,0,24,59,3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20060107,14.8,18.2,89,2.7
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20060108,3,16.6,91,4.1
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20060109,0,21.4,62,5.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20060110,0,20.9,66,5.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20060111,0,19.9,73,3.5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20060112,0,22,63,4.3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20060113,0,22.9,57,3.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20060114,0,21.6,65,5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20060115,0,20,66,3.2
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20060116,0,24,50,3.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20060117,2.4,22.3,81,4.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20060118,6.8,18.5,60,2.5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20060119,4.2,18.6,72,2.9
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20060120,0,22.2,62,5.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20060121,0,27,75,2
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20060122,4.2,20.6,68,5.1
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20060123,0,20.1,65,3.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20060124,0,21.7,62,2.5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20060125,0,21.1,75,3.9
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20060126,0,19.4,71,5.1
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20060127,0,22.6,62,4.1
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20060128,0,20.3,64,3.3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20060129,0,20.8,59,3.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20060130,0,21.5,59,3.3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20060131,0,20.5,78,4.5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20060201,0,23.1,64,8.7
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20060202,0,33,25,3.1
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20060203,1,23.7,76,3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20060204,5.4,21,79,5.1
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20060205,1,19,73,3.5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20060206,0,21,59,6.1
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20060207,0,22.6,66,3.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20060208,0,22.4,88,2.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20060209,0,20.3,80,3.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20060210,0,22.5,56,3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20060211,0,23.9,66,4.9
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20060212,3.6,23.6,68,6.2
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20060213,0,22.5,70,2.8
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20060214,0.4,23.5,54,5.5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20060215,0.2,20.7,59,1.6
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20060216,0,23,69,5.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20060217,0,23.9,63,7.1
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20060218,0,23.3,61,2.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20060219,0,27.5,35,2.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20060220,0.2,19.9,63,3.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20060221,0,19.2,79,3.4
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20060222,0,23.2,59,2.7
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20060223,0,22.2,63,4.2
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20060224,0,24.2,67,3
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20060225,0,24.5,73,4.2
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20060226,0.2,23.2,73,2.5
station [0014545 4] - PLETTENBERGBAAI   -34.0930 23.3280 139 m,1400,20060227,7.2,21.7,86,3.5
