KNYSNA  - station [0014123 3]   -34.0590 23.0910 54 m ,yyyymmdd,Rainfall (mm) (24 hours),Temp (§ C),Rel Humidity (%),Wind Speed (m/s) ,,,,KBDI,DF,FFDI
,20111225,0.0,24,66,3.6,,,,25.322212248963076,6.521988383976125,2.538093341054076
,20111226,0.2,26.7,67,3.6,,,,27.27747310775081,6.6513989516379715,2.7389253300547383
,20111227,3.0,25.6,68,3.9,,,,28.996138713224052,6.7616276483169395,2.6574855418846752
,20111228,5.2,22.7,61,2.2,,,,26.90553448080423,2.9567416700779363,1.1749550752969689
,20111229,0.0,24,59,2.1,,,,28.34910843466204,3.921805209706368,1.7238119080889367
,20111230,0.0,25,55,3.1,,,,29.94907854620835,6.4945265806617725,3.66353475485561
,20111231,0.0,24.1,45,1.7,,,,31.383749818245903,6.9095252357525645,4.740811848377811
,20120101,0.0,24.5,56,3.6,,,,0.0,0.0049661836541309914,0.0030469137595356592
,20120102,0.0,25.7,53,2.4,,,,2.0067630979211546,0.007003931611344158,0.004465814059568661
,20120103,0.0,23.4,59,3,,,,3.5459565901203787,0.018882347278974015,0.009403843805423202
,20120104,0.0,25.5,56,3.4,,,,5.47541639501326,0.03536469694857694,0.02151227661659796
,20120105,0.0,25.6,45,1.8,,,,7.407076013605181,0.056736766238289334,0.04396012366507073
,20120106,0.0,26.5,48,1.7,,,,9.51400472025565,0.08364026824841166,0.059432205219554314
,20120107,0.0,25.8,52,2.8,,,,11.447590240860222,0.11612349630258302,0.07668481748637034
,20120108,0.0,28.9,60,2.6,,,,14.0977376340739,0.1561282215980441,0.08509861779463686
,20120109,0.0,26,73,2.2,,,,16.026677929796755,0.20144723079838914,0.06126027603391664
,20120110,0.0,26.1,54,3.2,,,,17.9565582792116,0.2534857919306097,0.16158717365273806
,20120111,0.0,30.5,49,1.8,,,,20.966407388853963,0.315791923819082,0.24597931354099647
,20120112,0.2,26.9,59,2.5,,,,23.012415489508474,0.38262726153999405,0.19775274941180418
,20120113,0.4,28.5,50,1.8,,,,25.402620216127268,0.45796763553360675,0.32054739229725265
,20120114,0.0,22.8,63,1.3,,,,26.6720482149901,0.5359816845347154,0.189049084778006
,20120115,0.0,27.4,60,2.8,,,,28.761045944975177,0.624268028364541,0.32306200490660114
,20120116,0.0,33.8,40,2.4,,,,32.680353207708144,0.7284982658131305,0.9004246056658991
,20120117,0.0,29.3,59,3.3,,,,35.13516171344922,0.8329488144071301,0.49439142100975597
,20120118,0.0,29.4,57,2.3,,,,37.579339097296874,0.9439692672374775,0.5527812711933989
,20120119,0.0,29.4,57,2.8,,,,39.987970657612266,1.0610586399463449,0.6470937047187315
,20120120,2.0,30.6,57,2.9,,,,42.66650321628573,1.1855607759503615,0.7582260379242813
,20120121,6.6,23.7,78,1.8,,,,40.417261232481266,3.0206761855443336,0.6676098320593968
,20120122,0.0,30.1,49,2.5,,,,42.958137369419035,4.061735865892356,3.202771985543197
,20120123,1.4,19.3,90,3.5,,,,43.70181789697554,6.899407595375041,0.9916888011386402
,20120124,7.4,24,64,2.2,,,,41.287856749037665,3.7136424508210397,1.3862915009098973
,20120125,0.2,24.3,42,2.9,,,,42.45897022855363,4.766132403270969,4.059331815385065
,20120126,0.0,26.6,49,2.3,,,,44.20720194148127,7.331904972668004,5.0119020313440386
,20120127,0.0,27,59,2.5,,,,46.01122365221025,7.69907629768628,3.839772945978312
,20120128,0.0,26.8,56,2.8,,,,47.75747480636846,7.781615960572766,4.383950558594882
,20120129,0.0,31.7,30,2.2,,,,50.60287227647061,7.9114405805990495,12.26018522749155
,20120130,0.0,25,66,6.9,,,,51.9992097002019,7.973119299376538,4.2269893055063035
,20120131,0.2,22.5,75,2.3,,,,53.04163839077656,8.018324569437672,1.9436471660987746
,20120201,17.2,19.2,90,1.9,,,,41.409399100004585,1.0560097760168754,0.13546420499175352
,20120202,2.8,18.5,87,2.9,,,,39.283990847017925,1.234631184255751,0.1862389839681926
,20120203,13.8,19.5,83,1.5,,,,26.26490279731257,1.7587479699159343,0.2786968986286405
,20120204,0.2,25.2,48,3.1,,,,27.719812866888834,3.235691330769206,2.3608663172353603
,20120205,0.0,27,53,3.6,,,,29.710909767230188,4.511448888053672,3.0573346438356834
,20120206,0.0,33.8,32,1.5,,,,33.60887541967124,5.549722917406799,8.161406001657594
,20120207,0.0,24.5,65,4.5,,,,35.077353606755274,6.2496872133980395,2.7636041762194723
,20120208,0.4,20.6,73,2,,,,35.99885049465797,6.743682878031504,1.6051247778446536
,20120209,1.8,24.8,47,2.6,,,,37.495514583717565,7.13502973838492,5.044922974474984
,20120210,0.6,16.5,75,4.3,,,,38.013453420689714,7.290630305278715,1.7097437652805203
,20120211,2.6,22.2,48,9,,,,38.79281617420437,7.332770044982463,7.8626204125900125
,20120212,0.0,22.9,44,4.1,,,,39.980327813046124,7.3959661310174045,6.168611445051744
,20120213,0.0,23.5,50,2.2,,,,41.24333099030585,7.461868881875536,4.3993359409270605
,20120214,0.0,24.6,46,1.9,,,,42.66134748970042,7.534293376397865,5.159786402438205
,20120215,0.0,23.8,45,1.9,,,,43.94660548522123,7.598544811037935,5.242175057146525
,20120216,0.0,25.1,54,3.2,,,,45.41992235242509,7.6706155815679855,4.522232969941248
,20120217,0.0,24.7,47,2.1,,,,46.816745629901874,7.737428607392729,5.222006366013869
,20120218,0.0,26.3,55,2.8,,,,48.464065267697556,7.8143858388687,4.4803357643382276
,20120219,0.0,31.6,43,2.2,,,,51.26870825639982,7.94101453456519,7.831544065664331
,20120220,0.0,27.3,40,5.7,,,,53.047883321005976,8.018593253134881,10.183362521213864
,20120221,0.0,26.9,54,2,,,,54.73370009415811,8.090213650075972,4.578281931485804
,20120222,1.2,27.9,44,3,,,,56.5846800957971,8.16681001791507,7.3423910340456535
,20120223,0.0,24.7,42,1.9,,,,57.88266203832306,8.219288976381392,6.476385739327987
,20120224,0.0,26.5,38,1.6,,,,59.446422692649676,8.281204893606496,7.761206560654879
,20120225,0.0,25.3,55,2.9,,,,60.805742536940734,8.333896047906872,4.654571879435286
,20120226,0.0,28.7,41,2.1,,,,62.73382508190182,8.406887834075826,7.980370692722524
,20120227,0.0,27.4,51,2.6,,,,64.39607470059654,8.468223824963827,5.682207463300679
,20120228,1.8,22,76,3.9,,,,65.29821167142563,8.500912645431997,2.238116026729263
,20120229,0.0,23.6,55,1.5,,,,66.37750848974565,8.539479468774132,4.000847179898306
,20120301,0.0,29.9,39,2,,,,68.4705857291458,8.61263400935048,9.042949416653707
,20120302,0.0,28.8,49,2.9,,,,70.3136772995504,8.675317336969567,6.704499187692379
,20120303,0.0,26.9,61,4,,,,71.80564422406506,8.724909244007812,4.585269487591412
,20120304,6.2,17.8,91,3.7,,,,71.18274018349616,5.0923216284033295,0.6862923902465189
,20120305,0.2,22.6,44,2.4,,,,71.90361638255905,6.189523874780993,4.438711757767954
,20120306,0.0,25.1,49,2.8,,,,73.11829175683181,8.476784543890172,5.734181795294653
,20120307,0.0,25.7,59,3.5,,,,74.40295303545847,8.808875634672294,4.56592951516105
,20120308,0.0,25.7,60,2.1,,,,75.67492725282884,8.84893495195759,3.93796631178884
,20120309,0.0,28.2,53,2.7,,,,77.31502481220132,8.899591417364508,5.7709832789920945
,20120310,0.0,27.1,58,3.2,,,,78.75852006861078,8.943270515937677,4.90431198358126
,20120311,0.0,27.7,51,4.3,,,,80.27802479539994,8.98835844605603,7.025330929826207
,20120312,0.0,33.4,27,2.2,,,,82.93499162234446,9.065071370378723,16.472071733490377
,20120313,0.0,28.1,51,2.3,,,,84.46579897690874,9.108079872614205,6.095934010607987
,20120314,0.0,32,38,2.3,,,,86.7044199193636,9.169463795856018,10.963499925855803
,20120315,0.2,28.3,57,2.4,,,,88.21822261610032,9.20998471288083,5.087505462666928
,20120316,54.0,22.6,73,3.3,,,,39.900269123246076,0.19028523504310957,0.056634218422467304
,20120317,29.6,20.8,57,6.4,,,,11.217856971042089,0.12017853060588703,0.07635134687498993
,20120318,0.0,22.9,44,2.4,,,,12.604542297020522,0.41706195568297055,0.3129197389308765
,20120319,0.0,23.7,65,3.9,,,,14.113266087251251,0.8933642908806044,0.3749165656806382
,20120320,0.0,26.1,55,2.7,,,,16.062874974229164,1.5111700414284694,0.871788786651729
,20120321,0.0,22.7,74,5,,,,17.383543688254218,2.185897611630952,0.70501752792961
,20120322,0.0,24.1,62,1.3,,,,18.922268732284554,2.8696935144603963,1.0711574011477374
,20120323,0.4,22.6,72,1.4,,,,20.207683813446028,3.5083785800809055,0.8867432179845111
,20120324,11.6,20.4,80,2.9,,,,14.265878466149312,1.5720785156405401,0.3209341353752944
,20120325,0.4,23.8,72,3.1,,,,15.378468029665813,2.2555211493062948,0.6890360283466436
,20120326,0.0,26.6,56,2.1,,,,17.421229352198534,4.733555094461684,2.513300705846975
,20120327,0.0,22.8,65,2.3,,,,18.747642448619352,5.119687990299745,1.7805146698720038
,20120328,0.0,27.8,56,1.2,,,,21.023490760186544,5.512224001954206,2.8197627950249755
,20120329,6.6,24.4,64,1.6,,,,21.063500527906204,3.710288185371002,1.3347130273913328
,20120330,6.8,16.3,87,4.7,,,,14.81555451562173,1.2660756678195095,0.20625753615957818
,20120331,0.0,18.7,64,2.9,,,,15.62265440049236,1.8504026330069847,0.6181069323004446
,20120401,0.0,22.8,51,2,,,,16.961908863892404,4.37462283546194,2.4094579944106944
,20120402,0.2,26.2,47,1.7,,,,18.90283986932238,5.746347234422325,3.9600166621189303
,20120403,0.0,28.5,41,2.1,,,,21.347558490993663,6.245017984569918,5.911041316981367
,20120404,0.0,23.2,59,3,,,,22.70729544060955,6.341938372843173,2.9086767170736176
,20120405,0.0,24.9,52,3.2,,,,24.34083475383599,6.455372055435526,4.059273338530984
,20120406,0.0,35.8,25,0,,,,29.20778793317388,6.774980457054281,11.929944553969387
,20120407,5.2,25,44,2.5,,,,30.67990071256296,5.187347009207222,4.077845080622325
,20120408,11.2,15.6,60,6.6,,,,19.947832902404745,0.97541686362843,0.46386784142114823
,20120409,12.4,18,66,6.7,,,,8.260904532562668,0.351243157795065,0.15051090144657409
,20120410,0.0,21.3,58,5.2,,,,9.425596098044997,0.5386373183795563,0.2980379754715824
,20120411,0.0,22.5,50,1.8,,,,10.76154148381902,1.837523150386589,1.0312671514874976
,20120412,0.0,25.7,44,1.9,,,,12.662025721865787,3.2514085745005294,2.5033337474060806
,20120413,0.0,36.9,20,2.3,,,,18.415512091764686,4.5738240450515235,12.11814918863077
,20120414,10.0,26.9,42,1.6,,,,15.570160095562096,1.996734810679155,1.683162997763272
,20120415,0.0,22,46,4.1,,,,16.789634365064355,2.784731732806937,2.129673653147463
,20120416,0.0,20.8,50,2.3,,,,17.837081812108355,5.319620366938029,2.899716276548995
,20120417,0.0,18.9,78,1.5,,,,18.65288943754894,6.169698174620352,1.1199921206252568
,20120418,0.0,21.8,62,2,,,,19.82405286501193,6.149495370426983,2.230496920826508
,20120419,0.0,23.5,57,1.9,,,,21.243026452945735,6.237470916476479,2.8229445491666767
,20120420,0.4,20.2,67,2.4,,,,22.191450465380065,6.305441140676993,1.8852449250837173
,20120421,7.6,18.8,78,4.3,,,,20.05747551912767,3.078991764437864,0.7116290832682579
,20120422,8.6,17.6,54,6.2,,,,12.130916625140175,0.9081255627145278,0.5500178205237158
,20120423,0.6,17.3,66,1.6,,,,12.203755183409923,1.3438056771409053,0.35963532514623797
,20120424,0.0,20.4,41,2.8,,,,13.224735240165572,3.57969289288362,2.7531276481652274
,20120425,0.2,26.4,42,1.6,,,,15.247389890486927,5.061302074509931,4.144548468478273
,20120426,2.2,25.5,43,2,,,,17.063766860556665,5.9076531789490945,4.67946883785727
,20120427,0.0,20.8,58,3.8,,,,18.109673945928304,6.177307404277447,2.8936254292763772
,20120428,0.0,22.3,47,3.1,,,,19.356121890921866,6.15817409628865,4.1815431667593606
,20120429,0.0,24.4,45,1.5,,,,20.930409634069306,6.214817425110971,4.241484628027455
,20120430,0.0,25,49,1.4,,,,22.598264422904084,6.334251592802298,3.8097257967717817
,20120501,0.0,21.9,44,2.4,,,,23.758164676536605,6.415280658232834,4.490944573127658
,20120502,0.0,19.3,58,2.1,,,,24.59095204288611,6.472457744889703,2.4959486016837125
,20120503,0.2,24,34,4.3,,,,26.053478780721534,6.570897948314162,8.180515934267751
,20120504,0.2,19.3,48,3.9,,,,26.875613622344442,6.625155175855006,4.1967718205602464
,20120505,0.0,20.7,48,2.3,,,,27.85417309520875,6.688746982495885,3.881727144009554
,20120506,0.0,20.5,59,1.7,,,,28.803325010715625,6.749421332072769,2.5304294088192862
,20120507,0.2,22.5,63,2.3,,,,30.005673868742047,6.824890261176407,2.5080560001937133
,20120508,0.0,27.7,40,2,,,,32.12047993947191,6.953974397852114,6.566555768715237
,20120509,0.0,21.8,63,1.7,,,,33.206176033396986,7.018488235197993,2.3938714341385148
,20120510,0.0,20.7,61,2.1,,,,34.149602352287765,7.0736096470587055,2.575771926976168
,20120511,0.0,22.9,53,1.8,,,,35.37065188361601,7.143685819955779,3.600119609458463
,20120512,0.0,20.6,65,2.1,,,,36.29054117459378,7.195555669471095,2.2742258789082963
,20120513,0.2,20.1,65,1.4,,,,37.149561335615374,7.243292526890584,2.1218706170363295
,20120514,22.4,18.1,75,5.9,,,,20.28477989808296,0.6000837592417807,0.17558993173943616
,20120515,0.0,20.7,61,2,,,,21.299916970378895,0.9116690539124701,0.33807455305886536
,20120516,0.0,24.4,40,1.6,,,,22.857559651421173,2.857283393544675,2.3605016607114564
,20120517,11.2,21,64,2.1,,,,17.776227090968185,1.7273302276531892,0.5835195489672471
,20120518,9.0,11.3,89,6.1,,,,8.985834812105761,0.9199520044748772,0.133467408817032
,20120519,0.0,14.8,51,6.4,,,,9.446369330884716,2.7368826293952497,1.6765767615419824
,20120520,0.2,17,54,6.6,,,,10.099275343011218,4.157252864024177,2.501930312999269
,20120521,0.0,18.6,54,2,,,,10.915450050030433,5.042287238208781,2.1687149418759373
,20120522,0.0,27.5,34,0,,,,13.214847593217383,5.705778565979507,5.576087650576534
,20120523,0.0,19.6,37,1.6,,,,14.131804456444213,6.0868550648466195,4.695304699052029
,20120524,0.0,20.6,51,1.7,,,,15.168105975201216,6.197289164637675,3.0757036056913027
,20120525,1.6,19.4,57,2.5,,,,16.052283395734335,6.195233175072849,2.5677709609085606
,20120526,0.0,19.2,55,4.2,,,,16.90946407433764,6.189928777026619,3.1507507397133607
,20120527,0.0,19.1,62,1.9,,,,17.751499746263654,6.181688475255763,2.0293061608019545
,20120528,0.0,25.2,37,0,,,,19.486037411824466,6.155844152216509,5.013743567461313
,20120529,0.0,20.4,42,4,,,,20.468089661753247,6.181086356801355,5.045222722095475
,20120530,0.0,17.1,58,4,,,,21.093012379218283,6.226615836410878,2.6173054453912066
,20120531,0.0,19,57,1.8,,,,21.905266927713374,6.28505038652065,2.422395143313212
,20120601,0.0,19.2,55,2.4,,,,22.73563956138389,6.343934260244908,2.7739292413067504
,20120602,1.0,18.4,67,4.4,,,,23.47786986522848,6.395849465949028,2.129205699696021
,20120603,0.2,20.7,65,2.3,,,,24.475286028356663,6.464565724492206,2.0878454546984027
,20120604,0.0,25.6,53,1.3,,,,26.221327448846512,6.582037567633702,3.4878554463034916
,20120605,34.8,18,64,3.8,,,,0.0,0.22696023038702662,0.08208150625497285
,20120606,0.0,14.5,57,5.4,,,,0.45707883267539834,0.3441907421730011,0.16024508718264902
,20120607,5.4,12.5,75,1.5,,,,0.443992938887498,1.1931492520308256,0.1976628793780323
,20120608,11.4,14.2,61,8.7,,,,0.0,0.6947998620490148,0.3649837109820546
,20120609,1.6,12.9,69,7.6,,,,0.0,1.0302533654572377,0.3564035853898717
,20120610,0.0,15.4,60,3.8,,,,0.5333629216774501,2.79887795904935,1.0300609205045772
,20120611,0.2,17.7,54,1.6,,,,1.2893008466545093,3.97813062594184,1.6097077508710265
,20120612,7.4,18.1,60,5,,,,0.0,2.355857812922938,1.0532623312406997
,20120613,0.0,15.4,71,2.2,,,,0.5333629216774501,3.0416341325235026,0.6685988408177895
,20120614,0.0,21.5,44,1.7,,,,1.7739458093681137,4.764005450642198,3.113818609890687
,20120615,0.0,22.5,33,0,,,,3.1626442249070297,5.203076265789924,4.450235295969418
,20120616,0.0,22.7,51,2.8,,,,4.574352764151091,5.447540576972843,3.18963433604304
,20120617,11.4,13.7,91,2.7,,,,0.0,1.27262769052248,0.13975070833360917
,20120618,4.4,13.2,90,2.7,,,,0.0,1.1289089860832582,0.1263664292620366
,20120619,0.0,19.8,59,1.3,,,,1.006419258544204,2.9881339219717655,1.0691007009077247
,20120620,3.4,12.9,89,1.9,,,,1.3402032710350416,4.1103260065660425,0.4333758107317022
,20120621,3.0,14.2,75,2.6,,,,0.4503045865899069,3.4822864872400676,0.6610672772248607
,20120622,1.6,18.6,67,2.1,,,,0.0,4.798551903495854,1.3299711918984574
,20120623,4.6,15.5,78,5.8,,,,0.0,3.905977046898917,0.9134145336153902
,20120624,0.0,18.1,53,4.8,,,,0.8018070470895355,4.446265477277696,2.4680956638450033
,20120625,0.0,16.8,56,4.1,,,,1.4638216640090143,5.319692432355165,2.396617258367191
,20120626,6.8,22.8,33,1.7,,,,1.1841665862715907,2.6877298611786,2.7029372177395623
,20120627,0.0,17.1,51,5.7,,,,1.875038166140625,3.397644490543136,2.1148364989692827
,20120628,0.0,18.4,54,2.5,,,,2.7030658566511487,4.990090258341273,2.223815192497436
,20120629,0.0,21.1,41,3.1,,,,3.872069796275076,5.532866166779165,4.4434805558308454
,20120630,0.0,18.8,55,4,,,,4.7376462977972675,5.794840591007827,2.8638720286364387
,20120701,0.0,18.2,55,1.9,,,,5.531709652339721,5.9504376802637395,2.4136567351401217
,20120702,0.0,19.1,50,3.2,,,,6.425172923859732,5.996822459112764,3.3242328735037474
,20120703,0.2,20.4,47,2,,,,7.477042683441676,6.044740910375043,3.509404452593838
,20120704,3.0,13.3,58,6.6,,,,7.827915037988591,5.822556584706052,2.6818530947378236
,20120705,0.0,19.7,32,1.4,,,,8.783163761375915,6.09286853380602,5.510027577100494
,20120706,0.0,14.5,73,0,,,,9.220485712952659,6.108799508296873,1.0009514133623514
,20120707,0.4,13.6,69,6.7,,,,9.58951614439009,6.119983664858001,1.963530906416346
,20120708,0.4,18.8,46,7.7,,,,10.430264779578726,6.1424711102347835,5.651179871186411
,20120709,0.0,19.8,46,4,,,,11.385024494097914,6.163098865269927,4.294286240805511
,20120710,6.2,18.9,47,3.2,,,,11.109228508693732,3.5533778922051558,2.1846402460193093
,20120711,3.6,13.6,73,5,,,,7.87466575880298,2.535159032452434,0.6210710555141722
,20120712,39.2,14.9,54,4.2,,,,0.0,0.13904122399468957,0.06655272214813995
,20120713,73.8,10.3,84,0,,,,0.0,0.04238447565376187,0.004398053189691972
,20120714,32.4,11.9,87,3.8,,,,0.0,0.045112828781687854,0.006131426866326
,20120715,6.8,11.9,89,8.2,,,,0.0,0.13290823218790487,0.02408355734794307
,20120716,1.2,15.1,75,4.6,,,,0.0,0.27338707219252184,0.06544951517352605
,20120717,0.0,19,63,1.5,,,,0.9063360303224697,0.4727080127390576,0.14936988438323576
,20120718,0.0,23.1,47,0,,,,2.401626920892836,0.7328865855637968,0.4048262975621334
,20120719,0.0,27.5,19,1.8,,,,4.802835368759133,1.0599899720693067,2.0673782435286876
,20120720,1.2,20.4,40,1.8,,,,5.863377415540619,1.4017650507722648,1.038358244881737
,20120721,1.2,13.8,74,1.3,,,,6.25354806885656,1.7453280000290419,0.3059913123752289
,20120722,0.0,12.9,53,7,,,,6.5786700471624355,2.089706991552107,1.1826879020041552
,20120723,0.0,14.7,53,1.3,,,,7.0368553468383706,2.4327251736621625,0.9034578001554527
,20120724,0.0,19,38,2.9,,,,7.911804784931475,2.7822247094114765,2.2900915208309924
,20120725,0.0,25.5,30,0,,,,9.799072964439347,3.166235137385007,3.345470518244743
,20120726,1.6,15.8,78,3.5,,,,10.340865582294647,3.4730152285209477,0.6769655037700526
,20120727,10.4,14,71,6,,,,3.8168568119537856,1.580919420154066,0.4603996714207481
,20120728,1.4,12.3,84,1.9,,,,2.7053809986304365,2.1455544378243423,0.2656480423849003
,20120729,0.0,18.1,49,2.6,,,,3.496512880612866,3.7300920079627824,1.9793538503131207
,20120730,0.0,20.8,33,1.5,,,,4.618654919423308,4.068556531607403,3.740026544947091
,20120731,26.2,10,88,6.6,,,,0.0,0.3475214864087326,0.052757067754269686
,20120801,5.4,9.7,86,2.8,,,,0.0,0.3939330516100989,0.045978349451730696
,20120802,0.0,20,43,1.3,,,,1.0325540220449407,1.3753219399034438,0.8691010133529701
,20120803,0.0,18.2,72,4.3,,,,1.8414417397297753,2.489791458797113,0.6955026548951242
,20120804,0.0,17.4,60,3.8,,,,2.560873342566816,3.4064015121188667,1.3379011842519883
,20120805,1.0,15.9,64,3.1,,,,3.131995623295221,4.071940362613992,1.245550073871591
,20120806,17.6,8.4,80,7.7,,,,0.0,0.6456786885161632,0.13318032901245877
,20120807,32.2,13,90,1.5,,,,0.0,0.13594538117039157,0.01404268898863779
,20120808,2.2,14.9,62,1.7,,,,0.0,0.1893365193358765,0.05548629865148787
,20120809,0.0,16.2,59,3.5,,,,0.6064025481346024,0.6789435608592042,0.263912869335926
,20120810,0.0,17.7,56,2.7,,,,1.362068038415645,1.3898493099220433,0.5837811978299399
,20120811,0.0,12.9,61,4.1,,,,1.6952649408887082,2.1425726066515893,0.7204727723832951
,20120812,0.0,13.9,61,7.1,,,,2.101308768353186,2.831064991569407,1.2632599668601006
,20120813,0.0,20.4,49,2.1,,,,3.1762919617889316,3.4543731521898438,1.9014121674600668
,20120814,0.0,17.7,68,2.9,,,,3.922371874005502,3.9535479400197313,1.1012507672046075
,20120815,0.0,19.4,43,4.3,,,,4.859429813671641,4.377931338375669,3.4383097679295984
,20120816,1.4,14,61,8.5,,,,5.266675892611672,4.688602654751666,2.346523866838577
,20120817,0.0,16.4,39,1.7,,,,5.875939803079983,4.959487570374047,3.24028300119107
,20120818,0.0,19.3,56,1.7,,,,6.791718356685184,5.2144306971822445,2.0889394724404067
,20120819,0.0,18.3,55,1.8,,,,7.588495702765315,5.426880661508157,2.1928365785230657
,20120820,0.0,16.7,55,3.9,,,,8.218763177042376,5.599584587420393,2.5572707930651455
,20120821,0.0,17.2,51,3.4,,,,8.895434373984259,5.756479732066068,2.941721843916702
,20120822,0.0,14.3,66,3.8,,,,9.317059290605496,5.875266448351643,1.6775440085385298
,20120823,0.0,20.7,37,1.4,,,,10.393064669983975,6.0385038479371955,4.754176158109969
,20120824,0.0,21.6,54,1.7,,,,11.587618055060911,6.166821879075944,2.85470755781888
,20120825,0.0,19.9,33,7,,,,12.548913867743744,6.181456032629933,8.713040646199717
,20120826,0.0,19.4,45,5.1,,,,13.445407446306664,6.1907228858307395,4.8324006301808256
,20120827,0.0,19.6,57,2.5,,,,14.361251520260245,6.19600234336538,2.5855046863694127
,20120828,0.0,24,45,2,,,,15.907543390408463,6.195811357737008,4.3513681010635405
,20120829,0.0,15.7,71,2.5,,,,16.423846968834525,6.1933252684154825,1.3974849897893427
,20120830,0.0,19.5,65,1.5,,,,17.3136668874977,6.186339227085461,1.79456064426623
,20120831,0.0,18.5,58,3.2,,,,18.088726659219397,6.177577696452857,2.545353081189904
,20120901,0.2,15.4,48,7.7,,,,18.57460997410361,6.170865257795882,4.723246292763835
,20120902,0.8,16.6,48,3.3,,,,19.16054570722845,6.161564637366804,3.3902769890614963
,20120903,0.6,14.5,60,4.2,,,,19.574524737417217,6.15422198096132,2.2491912998041728
,20120904,0.0,17.1,47,3.5,,,,20.202503347089117,6.161584290031707,3.629746364621457
,20120905,3.0,18.6,43,1.5,,,,20.975974956174213,6.218127039367439,3.737432316452628
,20120906,0.0,21.3,58,2.8,,,,22.064698511025405,6.296422599753784,2.756663440810635
,20120907,0.0,24.8,36,2.3,,,,23.686091078011728,6.410293266593815,6.468158434777876
,20120908,0.0,19.8,60,1.6,,,,24.57519666421074,6.471383668296575,2.2711471494219424
,20120909,0.0,21.5,40,5.1,,,,25.668612322209995,6.545233652205733,6.5128991586295975
,20120910,0.0,16.9,65,4.6,,,,26.258033746640223,6.5844693734908475,2.269554717710217
,20120911,0.0,18.8,60,1.7,,,,27.02639976521828,6.635023574771143,2.269493531128464
,20120912,0.4,24.5,57,1.5,,,,28.551875168043974,6.733442779712084,3.0446977196075666
,20120913,1.4,18,61,5.1,,,,29.23146671149144,6.776471356008907,2.901572302477962
,20120914,0.2,17.6,65,3.8,,,,29.871173747316547,6.816524077645464,2.247991859195076
,20120915,0.0,22.4,43,3.5,,,,31.052227858126717,6.889343637146605,5.564979563023691
,20120916,0.0,33,21,2,,,,34.63142117455979,7.101430143931101,15.445837082575151
,20120917,0.2,18.9,70,3.4,,,,35.37331460912517,7.143837097467738,2.0018504356608373
,20120918,0.2,19.1,61,3.9,,,,36.131893433852,7.186665774685523,2.8844999531827398
,20120919,0.0,19.2,51,3.6,,,,36.8971047629443,7.2293326505495905,4.008038630818308
,20120920,0.0,27,25,2,,,,38.7840709477542,7.332300140007548,11.337509857303507
,20120921,1.2,16.5,67,3.2,,,,39.29798217266211,7.359801583429735,2.073005995235998
,20120922,0.0,17.5,52,5.3,,,,39.89209209464033,7.391311941751626,4.312080321477446
,20120923,0.8,20.7,41,5.2,,,,40.79841312916907,7.43880531075758,7.007480397040557
,20120924,0.0,19.5,56,4.5,,,,41.57211022312335,7.478807054168807,3.8009214427111147
,20120925,0.0,22,55,1.9,,,,42.62258840355155,7.532335399629717,3.4634273192919007
,20120926,0.0,16.1,80,1.9,,,,43.09435611154778,7.556085930672788,1.201349981979882
,20120927,0.0,16.6,58,3,,,,43.60247483680029,7.581469014022465,2.8728942525439582
,20120928,1.8,15,61,7.7,,,,43.99417699418591,7.600898037135409,3.6553583070163334
,20120929,0.0,18.5,45,5.2,,,,44.65799141652416,7.633551972353815,5.81316546100078
,20120930,0.0,20.5,55,1.9,,,,45.516183788658694,7.6752667911498484,3.3538609171618536
,20121001,0.0,17.8,70,3.3,,,,46.112739001730425,7.7039361285903984,2.0605399422608817
,20121002,1.0,21.9,53,2.5,,,,47.12161941637378,7.751819493816006,4.001909855743685
,20121003,5.6,20.8,56,2.1,,,,46.478630202357905,5.263249751987282,2.2938923882900215
,20121004,4.0,16.7,61,4,,,,42.98359223034532,3.5639964350726268,1.3423586017680222
,20121005,0.2,17.3,59,2.4,,,,43.347784903020674,6.543353560494294,2.336357619753052
,20121006,0.0,15.5,58,3.5,,,,43.77433207491792,7.5900081669888815,2.8903309851785277
,20121007,3.2,15.5,53,4.6,,,,44.19974105495625,7.611046465323028,3.778273072387795
,20121008,15.6,16.5,74,2.5,,,,30.97672463985669,0.8628637185984455,0.185049142327754
,20121009,5.8,18.5,72,2.9,,,,25.894815799388084,0.8227936946207131,0.20934514935889564
,20121010,2.4,17.3,56,2.9,,,,24.119185594878445,2.3131735987262068,0.9684112361796615
,20121011,0.0,20.1,51,1.8,,,,25.040847141855735,3.9273889110549303,1.9441994799783404
,20121012,0.0,21.8,50,1.8,,,,26.171471639087503,5.119296172475321,2.768780369241149
,20121013,0.0,17.9,67,2.4,,,,26.850727338717107,5.909016693323877,1.6359577052348604
,20121014,2.2,22.9,59,2,,,,28.124496579898487,6.472474892176831,2.7004744312363287
,20121015,2.2,20.5,74,1.8,,,,29.07218522674463,6.545408655935005,1.475532713074894
,20121016,0.0,18.8,67,3.9,,,,29.828330863610937,6.813855165977782,2.202591869418305
,20121017,8.4,18.1,81,3.7,,,,27.19243827541818,2.8670134047660576,0.5552668454210328
,20121018,15.0,21.4,69,2.2,,,,13.256870384208106,0.5179605756587748,0.15289424008265431
